mid,patch,radiant_win
37974,18,False
61303,39,True
9838,11,True
74938,41,True
40912,18,True
40899,18,False
69740,41,False
43283,20,False
39910,18,True
74046,41,True
61440,39,True
42095,19,True
14645,11,False
606,5,True
40997,18,False
17175,12,False
67144,40,False
48895,25,True
19138,13,False
7116,10,False
15859,12,True
29963,15,True
1880,7,True
75071,41,False
67463,40,False
24574,14,True
75329,41,True
65347,40,False
77744,43,False
53084,26,False
67485,40,False
47743,25,True
49958,25,False
53418,26,False
28032,15,True
26721,14,False
25306,14,False
53652,27,False
9549,11,True
25698,14,False
32568,16,True
29825,15,True
71642,41,False
26882,14,False
33204,16,False
30670,16,True
10894,11,True
31157,16,True
73610,41,True
66035,40,False
13529,11,False
57717,38,False
68874,41,True
8775,10,False
23501,13,True
2512,7,False
19911,13,True
71400,41,True
5090,8,True
51071,26,False
69097,41,False
28028,15,False
12545,11,True
37464,18,False
62526,40,True
65223,40,False
36468,18,False
35954,17,True
62479,40,True
896,6,False
64264,40,True
40701,18,False
44862,23,False
61613,39,True
17551,12,True
24712,14,True
39439,18,False
13464,11,False
12413,11,False
53077,26,False
17524,12,False
30680,16,True
1398,7,False
56350,35,False
5190,8,True
6020,9,False
45328,24,True
28877,15,False
17953,12,False
59665,38,False
29255,15,False
13382,11,True
43603,21,False
32374,16,True
15902,12,True
3872,8,True
41030,18,False
61160,39,True
5883,8,False
36100,18,True
3860,8,True
75606,41,False
40683,18,True
17374,12,True
78837,43,True
69908,41,True
70243,41,True
59203,38,False
64093,40,False
18334,12,False
67143,40,False
14455,11,True
55647,33,True
22170,13,False
42983,20,False
2725,8,True
14244,11,True
49171,25,False
30008,15,False
29268,15,False
10161,11,True
40695,18,False
37980,18,True
15831,12,True
76465,41,False
45800,24,False
10996,11,True
18455,12,False
15205,11,True
39948,18,False
8791,10,False
31095,16,True
9485,11,True
21936,13,True
44870,23,True
79948,43,True
62795,40,False
17856,12,False
56425,35,False
399,4,True
67036,40,False
24503,14,False
60205,39,True
14954,11,False
22688,13,True
20708,13,True
39728,18,True
54172,28,True
63785,40,False
80126,43,True
67999,40,True
33546,16,True
49820,25,False
30925,16,False
9717,11,False
44054,21,True
73075,41,False
27288,14,False
14621,11,True
71303,41,False
30973,16,False
11066,11,True
51844,26,True
12666,11,False
45117,23,False
63002,40,False
717,5,True
31885,16,True
60217,39,False
43792,21,True
1303,7,True
42155,19,True
26649,14,False
52676,26,False
74877,41,False
68806,41,False
18997,13,True
67927,40,True
80522,43,False
42702,20,False
24458,14,False
67041,40,False
40157,18,True
58355,38,True
18668,13,False
34869,17,True
33019,16,True
35150,17,True
9382,11,True
78680,43,True
21947,13,False
37786,18,False
51354,26,False
21767,13,False
63325,40,True
39083,18,True
70733,41,False
66947,40,False
45437,24,True
25368,14,False
15916,12,True
6799,9,True
42110,19,True
75750,41,False
35659,17,True
15759,12,False
34309,17,True
49646,25,True
20626,13,True
61367,39,True
25487,14,True
47049,25,True
71890,41,True
27019,14,True
3758,8,False
65410,40,False
77394,43,False
21798,13,False
80785,43,False
14220,11,True
80026,43,True
18416,12,False
16520,12,True
31893,16,True
81091,43,True
71609,41,True
25258,14,True
63935,40,False
44876,23,True
44347,22,False
78762,43,False
45200,24,False
55813,34,True
27207,14,False
29649,15,False
5873,8,False
59162,38,True
39615,18,True
25131,14,True
10323,11,False
77310,43,False
64668,40,False
35264,17,False
9585,11,True
23627,13,True
49774,25,True
49875,25,False
38702,18,True
46165,24,False
6817,10,True
44260,21,False
50144,25,False
68277,41,True
45218,24,True
18949,13,True
44948,23,True
22626,13,False
23562,13,True
80848,43,True
9162,11,True
31416,16,True
32505,16,True
72472,41,False
5676,8,False
17621,12,True
20605,13,True
70419,41,True
68236,41,True
27465,14,False
58815,38,False
14277,11,True
38657,18,False
43777,21,True
25248,14,False
74549,41,True
68662,41,False
4803,8,False
66180,40,True
80784,43,True
78866,43,True
79484,43,False
20197,13,False
62154,39,True
39810,18,True
8344,10,True
49665,25,True
17746,12,False
17074,12,True
1585,7,False
46419,24,True
44161,21,True
18181,12,True
74582,41,True
75294,41,True
32753,16,True
19581,13,False
56653,36,True
26011,14,True
32642,16,False
20908,13,False
6342,9,False
66283,40,False
68474,41,True
62468,40,False
31653,16,False
21182,13,True
28184,15,False
60950,39,False
62028,39,True
23985,14,False
43972,21,True
68030,40,True
40431,18,True
52917,26,False
37867,18,False
60020,39,True
12500,11,True
13820,11,False
55671,33,False
54183,28,False
18199,12,True
47365,25,False
64585,40,True
37251,18,False
3022,8,True
70897,41,True
41593,18,False
77693,43,True
75236,41,True
30790,16,False
73109,41,False
57736,38,False
28291,15,False
57456,38,False
4793,8,True
6500,9,False
60540,39,False
20981,13,False
79387,43,False
9138,11,False
65070,40,False
14571,11,True
25912,14,False
14108,11,True
11720,11,True
57338,38,False
23062,13,True
72291,41,True
46654,25,False
23653,13,False
25646,14,True
9907,11,True
17844,12,True
42855,20,False
62807,40,True
31633,16,True
59890,39,False
5754,8,True
27980,15,True
43811,21,False
56584,36,False
54210,29,True
35825,17,False
54291,29,True
70579,41,False
37780,18,False
67407,40,False
8981,11,False
13232,11,False
63841,40,True
37991,18,True
633,5,False
7631,10,False
63900,40,True
45573,24,False
30409,15,True
799,6,True
850,6,True
37287,18,False
11406,11,False
130,4,False
72242,41,True
11599,11,True
37820,18,False
36312,18,False
39614,18,False
22305,13,True
66800,40,True
8335,10,False
71795,41,False
65331,40,True
34766,17,False
3166,8,True
51517,26,True
66953,40,True
30464,15,True
40045,18,True
23684,13,True
14515,11,True
55106,31,False
75648,41,False
13456,11,False
75936,41,True
33414,16,True
70231,41,False
47556,25,True
45094,23,True
66740,40,False
61207,39,False
13352,11,True
73153,41,False
6666,9,True
79422,43,False
80392,43,False
9632,11,True
7796,10,True
41710,18,True
29644,15,False
7184,10,False
13504,11,False
53290,26,False
80786,43,False
3186,8,True
30346,15,False
33588,16,True
20360,13,True
71361,41,False
59439,38,True
62069,39,True
652,5,False
12116,11,True
18896,13,False
17354,12,False
78619,43,False
76703,41,True
29285,15,True
67356,40,True
19686,13,True
29282,15,False
27102,14,True
75234,41,False
27655,14,True
30660,16,True
12117,11,True
42134,19,True
38176,18,False
57276,38,False
63482,40,True
4632,8,False
57321,38,True
46241,24,False
71037,41,True
35109,17,False
3984,8,True
76319,41,False
63874,40,True
30211,15,False
44333,21,True
48262,25,True
37462,18,True
42869,20,True
77646,43,True
63966,40,False
65601,40,False
16299,12,True
6277,9,False
40647,18,False
31858,16,True
44473,22,False
67367,40,True
37919,18,False
69224,41,True
62032,39,False
15998,12,False
33148,16,False
44997,23,True
37998,18,True
42481,20,True
28470,15,False
10789,11,True
3583,8,True
39311,18,False
65139,40,True
5176,8,True
9439,11,False
49616,25,False
29559,15,True
71772,41,True
12921,11,True
62,4,False
2656,7,True
129,4,False
58159,38,True
31637,16,False
42081,19,True
76203,41,False
27501,14,True
71454,41,True
21560,13,False
20338,13,True
44971,23,True
54093,28,True
49410,25,False
66534,40,False
30588,15,False
4906,8,False
2308,7,False
21308,13,False
18688,13,True
57096,38,True
55683,33,False
42568,20,True
3542,8,False
74001,41,False
20631,13,False
65492,40,True
80626,43,True
41330,18,True
30388,15,False
20490,13,False
67722,40,False
39815,18,False
35670,17,True
31714,16,False
57445,38,False
30740,16,True
19764,13,False
42999,20,True
31283,16,True
51890,26,False
65867,40,False
35698,17,True
1210,7,False
61116,39,False
57770,38,False
9171,11,True
19947,13,True
52459,26,True
47357,25,False
58040,38,True
68509,41,True
45121,23,False
62980,40,False
56884,37,False
49292,25,False
39325,18,False
80716,43,False
71852,41,False
40637,18,False
21840,13,True
48993,25,False
27855,15,True
16618,12,False
81170,43,True
28020,15,True
34985,17,True
35977,18,True
45197,24,True
27255,14,True
62001,39,False
14414,11,True
66512,40,True
63555,40,False
19199,13,True
33002,16,False
19060,13,False
38292,18,False
59936,39,True
52674,26,True
72972,41,True
2268,7,False
9262,11,False
23634,13,True
61301,39,False
63331,40,False
9426,11,False
48523,25,True
6011,9,True
75525,41,False
14188,11,True
61105,39,True
5388,8,True
10005,11,False
50984,26,False
10011,11,True
64970,40,False
65905,40,False
8576,10,False
3726,8,False
49343,25,True
256,4,False
41846,18,False
12881,11,False
42133,19,True
29206,15,False
58600,38,True
10659,11,False
10244,11,False
78526,43,True
78491,43,False
47576,25,False
8698,10,False
15636,12,True
43232,20,False
52899,26,True
61420,39,True
31524,16,True
68082,40,False
36752,18,False
58776,38,True
10454,11,False
62609,40,True
69571,41,False
38198,18,True
13475,11,False
78615,43,False
4952,8,True
36830,18,True
3428,8,True
80330,43,False
79526,43,False
67193,40,True
67805,40,True
69516,41,True
59457,38,True
51787,26,True
49554,25,False
37697,18,True
3346,8,False
21802,13,True
10409,11,True
45850,24,True
4252,8,True
46416,24,False
66909,40,False
58711,38,True
26127,14,False
24100,14,False
27611,14,True
56850,37,True
27406,14,True
7465,10,True
35077,17,True
5744,8,True
16919,12,False
14124,11,True
1653,7,False
2633,7,False
17596,12,True
67591,40,True
76209,41,True
17425,12,True
36449,18,True
5020,8,False
23175,13,False
19912,13,True
54049,28,True
63109,40,True
38941,18,False
15320,12,True
34236,17,True
54520,30,True
57942,38,True
5545,8,True
36005,18,True
8059,10,True
42881,20,False
77036,43,False
10217,11,True
6935,10,True
6673,9,True
51477,26,False
68051,40,False
29872,15,False
9443,11,True
68683,41,True
497,4,True
34146,17,True
74982,41,False
53857,27,False
72890,41,True
60692,39,True
61895,39,False
14062,11,False
34544,17,True
38447,18,False
57986,38,True
12051,11,False
10166,11,False
35674,17,True
79646,43,False
17653,12,True
43767,21,False
17014,12,True
42830,20,True
10384,11,False
13974,11,True
57935,38,True
12779,11,False
66144,40,True
71584,41,True
1321,7,False
36085,18,True
75287,41,True
63965,40,False
73882,41,True
37419,18,True
50526,25,False
14480,11,True
62221,39,True
31457,16,True
51962,26,True
24585,14,True
39299,18,True
22774,13,False
38890,18,True
44854,23,True
15151,11,True
76785,43,True
26904,14,False
56848,37,False
48542,25,False
24634,14,False
64847,40,True
80706,43,False
54228,29,False
48770,25,False
66013,40,True
33571,16,False
56989,37,True
73522,41,True
20702,13,True
43055,20,True
42824,20,True
3861,8,False
12551,11,True
69366,41,True
81465,43,False
22018,13,True
6598,9,False
27601,14,True
11339,11,False
32278,16,False
73126,41,True
80477,43,True
48133,25,False
57022,37,True
18749,13,True
72254,41,False
24961,14,True
60048,39,True
32548,16,False
19074,13,False
51908,26,True
23519,13,True
7486,10,True
12619,11,False
12913,11,False
38324,18,False
37670,18,True
58093,38,True
26472,14,True
29284,15,True
40076,18,False
15763,12,True
76706,41,False
36771,18,True
59932,39,True
38340,18,True
69589,41,False
64669,40,False
12939,11,False
38350,18,True
55972,34,False
43997,21,True
2862,8,False
69823,41,True
52515,26,False
18799,13,False
1931,7,False
26500,14,False
26928,14,False
53357,26,False
29555,15,False
51865,26,True
6676,9,True
58633,38,False
34480,17,True
6538,9,False
11091,11,True
39111,18,True
49200,25,True
11704,11,False
17900,12,True
12361,11,True
68648,41,True
31622,16,False
49625,25,False
45131,23,True
49856,25,True
2077,7,False
48139,25,True
32638,16,False
59043,38,False
55253,32,False
69552,41,False
49963,25,True
61379,39,True
4195,8,False
69913,41,True
74782,41,True
48654,25,True
39146,18,True
42546,20,True
20664,13,True
35904,17,False
74210,41,True
50404,25,False
11755,11,False
56964,37,False
59322,38,False
52456,26,False
72673,41,False
24382,14,True
7605,10,False
21525,13,False
20732,13,False
61523,39,True
57364,38,False
2811,8,False
35303,17,True
24884,14,False
73583,41,False
79407,43,True
79660,43,True
39451,18,False
2861,8,True
78061,43,False
12665,11,True
58896,38,True
53957,27,False
65550,40,True
67336,40,True
23089,13,False
59560,38,True
57012,37,True
4137,8,True
49884,25,True
41328,18,False
19685,13,True
39551,18,True
2298,7,False
38428,18,True
53576,27,True
41781,18,True
27375,14,True
47089,25,False
73148,41,True
43383,21,False
13390,11,False
66508,40,False
21793,13,True
13369,11,True
17699,12,True
26028,14,True
34527,17,True
69564,41,True
49790,25,True
35535,17,False
27032,14,False
15495,12,True
18487,12,True
56998,37,True
71598,41,False
16880,12,False
20724,13,False
12907,11,True
15258,11,False
44036,21,True
60887,39,True
69816,41,True
4298,8,False
51680,26,False
72150,41,True
35103,17,False
3292,8,False
7835,10,True
50876,25,False
59197,38,True
9764,11,True
58801,38,True
49000,25,True
57579,38,False
55129,31,True
19844,13,False
72881,41,True
80985,43,False
24571,14,False
4805,8,True
79905,43,True
80710,43,True
30238,15,True
12527,11,False
70933,41,False
66634,40,False
6458,9,True
17910,12,True
5957,9,False
34355,17,True
22237,13,True
11780,11,True
36835,18,True
314,4,False
76242,41,False
74439,41,False
64766,40,True
78712,43,False
44254,21,True
63165,40,True
77524,43,True
50649,25,False
11265,11,True
72697,41,True
27490,14,True
34350,17,False
71500,41,False
57098,38,True
3895,8,False
7403,10,False
38065,18,True
71722,41,False
40487,18,True
71505,41,True
4103,8,False
50078,25,True
17920,12,False
26435,14,True
48589,25,False
46698,25,False
65178,40,True
35646,17,True
232,4,False
57838,38,True
27977,15,False
64474,40,True
46041,24,True
32309,16,True
66050,40,False
61241,39,True
56419,35,False
10313,11,False
11015,11,False
70568,41,True
81129,43,False
53851,27,True
20488,13,False
42704,20,True
71103,41,False
63466,40,True
71899,41,True
68422,41,True
63742,40,True
38247,18,False
13367,11,False
44380,22,True
60998,39,True
44792,23,True
22236,13,True
37961,18,True
40472,18,False
12239,11,True
65328,40,False
40176,18,True
55792,34,False
58387,38,False
53168,26,False
68332,41,False
44877,23,True
60607,39,True
72704,41,False
16993,12,False
13760,11,False
28905,15,True
3552,8,True
56293,35,False
55670,33,False
45731,24,False
56789,37,False
11465,11,False
41238,18,True
4557,8,True
59626,38,False
12300,11,False
16053,12,True
48791,25,False
46226,24,False
71171,41,False
4782,8,False
70683,41,False
12906,11,False
36941,18,True
31586,16,True
52128,26,False
10283,11,True
31349,16,True
19689,13,True
39737,18,True
26603,14,True
12817,11,True
68747,41,True
10596,11,False
45624,24,True
34409,17,False
24514,14,False
4901,8,True
3219,8,True
18382,12,False
59250,38,True
74369,41,True
51650,26,True
31121,16,True
49020,25,False
11445,11,True
77914,43,False
47762,25,False
40402,18,True
15074,11,False
61597,39,True
64393,40,True
16153,12,True
62969,40,False
31025,16,False
42932,20,False
10680,11,True
33612,16,True
57095,38,False
58891,38,True
66718,40,True
30348,15,True
1324,7,False
40265,18,False
59192,38,True
2821,8,True
4968,8,True
38211,18,True
12033,11,True
44029,21,True
78544,43,False
26047,14,False
29236,15,False
59007,38,True
46328,24,False
58361,38,True
51061,26,False
40617,18,False
7955,10,False
2856,8,True
18942,13,True
78748,43,False
79869,43,True
65406,40,False
63219,40,True
38589,18,False
33727,16,True
41890,19,False
41688,18,True
76127,41,True
59228,38,True
54617,30,False
57947,38,False
49979,25,True
32267,16,True
77580,43,True
22372,13,True
33072,16,True
77032,43,True
31961,16,True
22192,13,True
7735,10,True
13279,11,True
53862,27,True
64222,40,False
37960,18,True
56217,35,True
79859,43,True
6911,10,False
56442,35,False
36363,18,True
9459,11,True
52643,26,True
48037,25,True
67297,40,False
73304,41,True
4462,8,True
76570,41,True
3365,8,False
47297,25,True
34958,17,False
6961,10,True
25997,14,False
28331,15,True
45874,24,False
1172,7,False
54636,30,True
5331,8,True
34603,17,True
8514,10,False
65057,40,False
1577,7,False
11325,11,False
56430,35,True
40143,18,True
46421,24,True
66363,40,False
73677,41,False
21841,13,False
16566,12,True
7968,10,False
6779,9,True
10597,11,True
50549,25,False
13345,11,True
77473,43,False
2517,7,True
70791,41,True
59102,38,True
79477,43,True
36307,18,False
29590,15,False
39917,18,False
57728,38,True
2388,7,True
27550,14,False
775,6,True
74355,41,False
1127,6,True
71032,41,False
63008,40,True
58242,38,False
81056,43,True
4468,8,False
50143,25,True
61334,39,False
58579,38,False
65450,40,True
52852,26,False
64546,40,True
73402,41,False
19766,13,False
77270,43,True
12616,11,True
63136,40,True
52419,26,True
16597,12,False
53112,26,True
39889,18,False
43153,20,False
52509,26,True
79954,43,True
32221,16,True
8671,10,False
59055,38,False
74160,41,False
47323,25,True
10555,11,True
26684,14,False
79779,43,True
37067,18,True
24460,14,False
18356,12,True
62459,40,True
60077,39,False
42068,19,False
4676,8,False
64865,40,False
53628,27,False
19091,13,True
5491,8,True
35545,17,True
2188,7,False
16514,12,False
57937,38,False
44472,22,True
59984,39,True
47554,25,False
56161,35,True
13008,11,True
18848,13,True
35347,17,False
20818,13,True
44755,23,False
69563,41,True
76756,41,True
67822,40,True
21865,13,False
58178,38,False
9075,11,True
33401,16,True
15034,11,True
16365,12,True
64935,40,True
46471,24,True
27046,14,True
30723,16,False
15223,11,True
66797,40,False
47562,25,True
70085,41,False
5955,9,True
16092,12,False
8381,10,True
68791,41,True
43955,21,True
15674,12,True
57155,38,False
5374,8,True
71857,41,False
34913,17,True
27647,14,False
22826,13,True
59298,38,True
36957,18,True
31226,16,False
76337,41,False
37099,18,True
81190,43,False
35984,18,True
1508,7,False
13398,11,False
76251,41,True
57281,38,True
71981,41,False
18191,12,True
457,4,True
49872,25,True
28955,15,True
56241,35,False
49388,25,False
53946,27,True
560,4,False
21801,13,True
21698,13,True
41869,19,True
77285,43,True
43470,21,True
9687,11,False
78372,43,True
37628,18,False
8650,10,True
35284,17,False
43288,20,True
69651,41,False
78474,43,True
29947,15,True
71209,41,False
45187,24,True
41529,18,False
50654,25,False
64089,40,True
3636,8,True
26641,14,True
61653,39,True
60725,39,False
45424,24,True
21490,13,True
5770,8,True
1906,7,False
74318,41,True
28649,15,True
45332,24,False
19688,13,True
12479,11,False
38412,18,True
34654,17,True
23863,13,True
28169,15,False
69505,41,False
8354,10,False
11816,11,False
74894,41,True
44299,21,True
9550,11,True
21566,13,True
24866,14,False
13043,11,True
3775,8,True
59095,38,True
28234,15,False
73102,41,False
10069,11,False
70193,41,True
61887,39,False
23851,13,True
77052,43,True
35242,17,False
34228,17,True
13863,11,False
8705,10,False
14934,11,False
35582,17,True
19942,13,True
18756,13,True
35715,17,False
29012,15,True
78547,43,False
46411,24,False
59797,38,False
61696,39,True
44512,22,True
2876,8,False
78542,43,True
16647,12,False
61338,39,True
73529,41,False
36075,18,True
71832,41,True
29134,15,False
60578,39,False
39961,18,True
46969,25,True
74079,41,True
57928,38,True
74304,41,True
16163,12,False
6264,9,True
4273,8,False
66760,40,False
40869,18,False
52785,26,False
4628,8,True
42637,20,False
17437,12,False
25705,14,False
68159,41,False
32128,16,True
44324,21,False
34509,17,False
3214,8,False
14088,11,True
66812,40,True
62310,39,False
51476,26,True
9795,11,True
67968,40,False
59794,38,False
6378,9,True
39382,18,True
52911,26,True
7781,10,False
45178,24,True
20172,13,False
17093,12,False
28401,15,False
20932,13,True
11922,11,True
66976,40,True
12152,11,True
4403,8,False
45284,24,False
48875,25,True
62488,40,True
25743,14,True
46815,25,True
16959,12,True
54886,30,False
16274,12,True
57048,37,False
18354,12,True
42988,20,True
14753,11,False
47872,25,False
1981,7,False
11280,11,True
63092,40,True
79141,43,False
10057,11,True
66583,40,True
59432,38,False
40269,18,False
57014,37,True
73025,41,True
6192,9,True
79698,43,False
80380,43,True
1811,7,False
50541,25,True
24888,14,False
40752,18,True
25091,14,False
40153,18,True
43971,21,True
20141,13,True
74998,41,True
16383,12,False
81030,43,True
9044,11,False
40754,18,True
19069,13,True
34178,17,True
67737,40,True
26090,14,True
53815,27,True
3325,8,False
5879,8,True
33075,16,True
24944,14,True
8392,10,True
69793,41,True
80043,43,True
30544,15,False
77086,43,False
46084,24,False
30724,16,False
73843,41,False
22958,13,False
21874,13,False
2328,7,False
24870,14,True
68978,41,False
67197,40,True
12885,11,False
6895,10,False
11354,11,True
45562,24,True
45018,23,False
11083,11,True
62132,39,False
70360,41,True
65999,40,False
44515,22,False
11211,11,False
38849,18,False
31897,16,True
68245,41,False
7870,10,False
37684,18,True
49414,25,True
68904,41,True
32408,16,True
80980,43,True
5562,8,False
19962,13,False
40347,18,True
69169,41,False
57513,38,False
52776,26,False
5512,8,True
4244,8,False
73644,41,True
19882,13,False
27075,14,True
65407,40,True
17127,12,True
15025,11,False
17357,12,False
13036,11,True
49515,25,False
62788,40,True
14424,11,True
27880,15,False
22995,13,False
46449,24,True
27689,14,True
7653,10,True
3487,8,False
43173,20,True
50961,26,True
78984,43,False
6803,9,False
18847,13,False
30220,15,True
65010,40,True
74565,41,True
48876,25,True
67936,40,True
20380,13,True
27596,14,True
33362,16,True
31144,16,False
71542,41,False
5986,9,False
73537,41,False
2700,8,False
36746,18,False
70590,41,True
61524,39,False
61565,39,False
60613,39,True
48850,25,False
24516,14,True
42359,20,False
42852,20,False
28866,15,False
80183,43,False
42860,20,False
63588,40,False
14910,11,True
29688,15,False
18252,12,False
56106,34,True
47134,25,True
16632,12,False
48466,25,True
1635,7,False
36935,18,False
9489,11,False
34625,17,False
37054,18,False
36604,18,True
57613,38,True
53170,26,False
1555,7,False
63476,40,True
80819,43,False
64753,40,True
45581,24,False
31156,16,False
71176,41,True
28694,15,True
35367,17,False
5543,8,False
60489,39,False
50479,25,False
12733,11,True
20907,13,True
498,4,True
32814,16,False
63708,40,True
39682,18,False
14033,11,True
24804,14,True
42996,20,True
16823,12,True
30782,16,True
14309,11,False
33721,16,True
73918,41,False
38632,18,True
21661,13,False
50647,25,True
75861,41,True
68951,41,True
55626,33,False
13916,11,True
60351,39,True
35227,17,False
1651,7,True
13324,11,False
9250,11,True
29323,15,True
19456,13,False
11597,11,False
54852,30,True
20040,13,True
31448,16,True
37253,18,True
77239,43,False
67892,40,True
72641,41,False
6606,9,False
43244,20,True
49313,25,False
54673,30,True
8798,10,False
60801,39,False
19900,13,False
70710,41,False
45096,23,True
69317,41,True
5210,8,False
24047,14,False
43084,20,True
65296,40,True
35780,17,True
35686,17,True
56437,35,True
78136,43,False
66787,40,True
60075,39,True
70785,41,False
18017,12,True
8490,10,True
3999,8,False
70651,41,True
21621,13,True
1429,7,True
12498,11,True
10026,11,False
69361,41,True
21241,13,True
18938,13,False
79148,43,False
17389,12,True
30715,16,False
42288,20,False
57936,38,True
58988,38,False
26349,14,True
42277,20,True
39825,18,True
61771,39,False
2658,7,True
71889,41,True
63869,40,True
45069,23,False
14685,11,True
3144,8,True
49130,25,False
79824,43,True
33216,16,False
14080,11,True
772,6,True
19255,13,False
71276,41,False
28041,15,True
38636,18,False
63319,40,True
76691,41,True
6896,10,True
50736,25,False
37098,18,True
55654,33,True
34265,17,False
64588,40,False
40532,18,False
50748,25,True
61705,39,False
17750,12,False
26116,14,True
54245,29,True
29538,15,True
80151,43,True
34708,17,False
65932,40,False
6452,9,False
60341,39,True
51562,26,True
7448,10,False
73300,41,False
71139,41,True
74495,41,True
73345,41,True
65750,40,True
18686,13,False
81196,43,False
77814,43,True
44457,22,True
67581,40,True
776,6,False
34084,17,True
5845,8,True
54853,30,True
24598,14,False
79289,43,False
13563,11,False
2385,7,False
57324,38,True
12284,11,False
27413,14,False
33304,16,True
52922,26,False
20076,13,True
8455,10,True
22343,13,False
30324,15,False
39119,18,False
36630,18,False
6216,9,False
74645,41,False
15289,11,True
21951,13,True
25852,14,False
59496,38,False
18744,13,True
35474,17,False
59584,38,False
70178,41,True
51833,26,False
12668,11,False
24013,14,True
53271,26,False
71601,41,False
34966,17,True
